nr,certificate_number,registration_date,name,administrator,location,county
174,174,2006-06-21,Bușteni - Căminul Alpin - Plaiul Munticelului - Poiana Coștilei - Pichetul Roșu - La Prepeleac - Cabana Mălăieşti,Consiliul Județean Prahova,Masivul Bucegi,Prahova
174,174,2006-06-21,Bușteni - Căminul Alpin - Plaiul Munticelului - Poiana Coștilei - Pichetul Roșu - La Prepeleac - Cabana Mălăieşti,Consiliul Județean Brașov,Masivul Bucegi,Prahova
175,175,2006-06-21,Bușteni - Valea Jepilor Mici - Cabana Caraiman - Cabana Babele - Hotel Peștera,Consiliul Județean Prahova,Masivul Bucegi,Prahova
175,175,2006-06-21,Bușteni - Valea Jepilor Mici - Cabana Caraiman - Cabana Babele - Hotel Peștera,Consiliul Județean Dâmbovița,Masivul Bucegi,Prahova
176,176,2006-06-21,Bușteni - Plaiul Fânului - Poiana Coștilei - Valea Cerbului - Cabana Vârful Omu,Consiliul Județean Prahova,Masivul Bucegi,Prahova
177,177,2006-06-21,Bușteni - Cabana Gura Diham - Cabana Poiana Izvoarelor - Pichetul Roșu - La Prepeleac - Creasta Bucșoiul Mare - Cabana Vârful Omu,Consiliul Județean Prahova,Masivul Bucegi,Prahova
178,178,2006-06-21,Bușteni - Cabana Gura Diham - Șaua Baiului - Cabana Diham,Consiliul Județean Prahova,Masivul Bucegi,Prahova
179,179,2006-06-21,Cabana Caraiman - Monumentul Eroilor,Consiliul Județean Prahova,Masivul Bucegi,Prahova
180,180,2006-06-21,Cabana Babele - Vârful Caraiman - Monumentul Eroilor - Spinarea Coștilei - Șaua Șugarilor,Consiliul Județean Prahova,Masivul Bucegi,Prahova
181,181,2006-06-21,Cabana Vârful Omu - Cascada Obarşia Ialomiței - Hotel Peștera,Consiliul Județean Prahova,Masivul Bucegi,Prahova
181,181,2006-06-21,Cabana Vârful Omu - Cascada Obarşia Ialomiței - Hotel Peștera,Consiliul Județean Dâmbovița,Masivul Bucegi,Prahova
182,182,2006-06-21,Cabana Vârful Omu - Muntele Doamnele - Șaua Strunga - Cabana Padina,Consiliul Județean Prahova,Masivul Bucegi,Prahova
182,182,2006-06-21,Cabana Vârful Omu - Muntele Doamnele - Șaua Strunga - Cabana Padina,Consiliul Județean Dâmbovița,Masivul Bucegi,Prahova
183,183,2006-06-21,Șaua Baiului - Vârful Leuca Mică - Valea Grecului - Azuga,Consiliul Județean Prahova,Masivul Bucegi,Prahova
184,184,2006-12-06,Arefu - Clăbucet - Muntele Marginea - Florea - Vârful Podeanu - Căldarea Berbecilor - Vârful Negoiu,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
185,185,2006-12-06,Cumpăna - Clăbucet - Muntele Marginea - Izvorul Negoiu - Vârful Negoiu,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
186,186,2006-12-06,Piscu Negru - Șaua Podeanu,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
187,187,2006-12-06,Piscu Negru - Refugiul Calțun,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
188,188,2006-12-06,Piscu Negru - Șaua Paltin,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
189,189,2006-12-06,Gura Tunel - Refugiul Călțun,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
190,190,2006-12-06,Cabana Capra - Lacul Capra,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
191,191,2006-12-06,Salvamont Cota 2000 - Lacul Capra,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
192,192,2006-12-06,Cabana Capra - Fereastra Zmeilor,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
193,193,2006-12-06,Piscul Negru - Vârful Piscul Negru - Valea Buda,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
194,194,2006-12-06,Valea Buda - Poiana Mircea - Șaua Podraru,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
195,195,2006-12-06,Izvorul Orzanelei - Șaua Orzanelei,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
196,196,2006-12-06,Izvorul Moldoveanu - Curmătura Moldoveanu,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
197,197,2006-12-06,Valea Vâlsanului - Vârful Ţuica - Vârful Picuiata - Vârful Roșu - Vârful Moldoveanu,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
198,198,2006-12-06,Curmătura Malita - Muntele Scărișoara - Vârful Moldoveanu,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
199,199,2006-12-06,Balta Pojarnei - Poiana Furfuescu,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
200,200,2006-12-06,Gura Văilor - Valea Rea,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
201,201,2006-12-06,Curmătura Brătilei - Curmătura Oticu - Vârful Roșu,Consiliul Județean Argeș,Masivul Făgăraș,Argeș
204,204,2006-12-06,Dâmbovicioara - Cabana Brusturet - Piscul Păduricii - Refugiul Grind,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
205,205,2006-12-06,Dâmbovicioara - Ciocanul - Poiana Grind - La Table,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
206,206,2006-12-06,Cabana Brusturet - Valea Seacă - Poiana Grind - La Table,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
207,207,2006-12-06,Cabana Brusturet - Cabana Pietricica - Poiana Pietricica,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
208,208,2006-12-06,Cabana Brusturet - Ciocanul,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
209,209,2006-12-06,La Table - Șaua Funduri - Marele Grohotiș - Tămășel - Curmătura Foii,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
210,210,2006-12-06,Valea Dâmboviței - Valea lui Ivan - Tămășel - Curmătura Foii,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
211,211,2006-12-06,Valea Dâmboviței - Tamaș - Curmătura Foii,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
212,212,2006-12-06,Valea Dâmboviței - Valea Cascoe - Curmătura Foii,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
213,213,2006-12-06,Crucea Grănicerului - La Prepeleac,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
214,214,2006-12-06,Piscul cu Brazi - Marele Grohotiș,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
215,215,2006-12-06,Cabana Garofița - Ceardacul Stanciului,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
216,216,2006-12-06,Cabana Garofița - Tămășel,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
217,217,2006-12-06,Vârful La Om - Refugiul Grind - Curmătura Groapelor - Fundata,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
218,218,2006-12-06,Curmătura Groapelor - La Table,Consiliul Județean Argeș,Masivul Piatra Craiului,Argeș
220,220,2006-12-11,Vârful Șerbota - Căldarea Pietroasă a Negoiului - Șaua Cleopatrei,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
221,221,2006-12-11,Strunga Dracului - Ocolirea Vârful Dracului - Strunga Doamnei - Bifurcația de sub Strunga Doamnei,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
222,222,2006-12-11,Portița Arpașului - Căldarea Pietroasă a Arpașului - Portița Frunții - Sub Vârful Arpașu Mic,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
223,223,2006-12-11,Stația CFR Turnu Roși - Șipotu Frasinului - Culmea Petriceaua - Dealul Pleșii - Chica Pietrilor,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
224,224,2006-12-11,Sebeșu de Sus (Podul Moașei) - Valea Moașei Sebeșului - Cascadele Sebeșului - Cabana Suru,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
225,225,2006-12-11,Stația CFR Sebeșu Olt - Sebeșu de Sus - Culmea Moașei - Refugiul Suru - Fruntea Moașei - Căldarea Surului - Șaua Suru,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
226,226,2006-12-11,Bifurcația de la Podul Jibrii - Valea Moașa Avrigului - Izvorul Florii - Culmea Moașei - Refugiul Suru - Fruntea Moașei - Șaua Apa Cumpănită,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
227,227,2006-12-11,Stația CFR Avrig - Valea Mare a Avrigului - Cabana Poiana Neamțului - Cabana Bărcaciu - Sub Vârful Scara,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
228,228,2006-12-11,Cabana Bărcaciu - Căldarea Văii Mari a Avrigului - Lacul Avrig,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
229,229,2006-12-11,Cabana Negoiu - Valea Șerbota - Valea Porumbăcelului - Cabana Bărcaciu,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
230,230,2006-12-11,Stația CFR Porumbacu de Jos - Porumbacu de Sus - Valea Mare a Porumbacului - Cabana Negoiu - Căldarea Sărății - Șaua Cleopatrei,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
231,231,2006-12-11,Cabana Negoiu - Valea Șerbota - Căldarea Puha - Șaua Puha - Șaua Scara,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
232,232,2006-12-11,Cabana Negoiu - Muchia Șerbota - Vârful Șerbota,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
233,233,2006-12-11,Piatra Prânzului - Strunga Ciobanului - Bifurcația de sub strungi din Căldarea Laita,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
234,234,2006-12-11,Bâlea Cascada - Muchia Bâlii - Valea Doamnei - Șaua Bâlii - Bălea Lac,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
235,235,2006-12-11,Cârțișoara - Bâlea Cascada - Valea Bâlii - Lacul Bâlea - Șaua Caprei - Vârful Vânătoarea lui Buteanu,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
236,236,2006-12-11,Bâlea Cascada - Izvorul Dracului - Muchia Buteanu - Vârful Netedu - Căldarea Văiuga - Lacul Bâlea - Șaua Paltinu,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
237,237,2006-12-11,Bifurcația din Șaua Văiuga - Bifurcația din Căldarea Văiuga,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
238,238,2006-12-11,Portița Arpașului - Căldarea Arpașului - Muchia Podrăgel - Lacul Podrăgel - Cabana Podragu,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
239,239,2006-12-11,Bifurcația Valea Arpașului - Valea Podrăgel - Lacul Podrăgel,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
240,240,2006-12-11,Stația CFR Ucea - Victoria - Valea Arpașului - Valea Podragului - Cabana Turnuri - Cabana Podragu - Fereastra Podragului,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
241,241,2006-12-11,Victoria - Poiana Boldanu - Muchia Tărâța - Lacul Podragu - Cabana Podragu,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
242,242,2006-12-11,Cisnădie - Vârful Măgura - Vârful Ghiham - Poiana Tomnatec - Grădina Oncești - Cantonul Silvic Muncel - Șaua Bătrâna - Vârful Rozdești - Șaua Șerbănei - Vârful Niculești - Șaua Cânaia - Vârful Cindrel - Vârful Frumoasa - Vârful Șerbota Mare - Vârful Oașa Mare - Cabana Oașa,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
243,243,2006-12-11,Rășinari - Șaua Apa Cumpănită,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
244,244,2006-12-11,Jina - Dealul Captanul Mic - Dealul Guga Mică - La Pripoane - Cantonul Silvic Duși - Poiana Rudarilor - Vârful Foltea - Vârful Frumoasa - Vârful Cindrel,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
245,245,2006-12-11,Halta CFR Sibiel - Fântânele - Cabana Fântânele - La Pripoane,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
246,246,2006-12-11,Sibiel - Valea Cetății - Vârful Cetatea (La zid) - Cabana Fântânele,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
247,247,2006-12-11,Sibiel - Valea Cetății - Dealul Cetății - Cabana Fântânele,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
248,248,2006-12-11,Sibiel - Valea Sibiel - La Mânăstire - Valea Sibielaș - Cabana Fântânele,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
249,249,2006-12-11,Cabana Fântânele - Dealul Runcuri - La Pisc - Cheile Cibinului - Calea Studenților - Păltiniș,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
250,250,2006-12-11,Cabana Fântânele - Piscul Vulturului - Râul Mic - Cantonul Silvic Strâmba - Măgura - Râul Mare - Cantonul Silvic Niculești - Valea Niculești - Șaua Șerbănei,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
251,251,2006-12-11,Păltiniș - Poiana Găujoara - Cantonul Silvic Muncel - Grădina Oncești - Stația Telescaun - Stațiunea Păltiniș,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
252,252,2006-12-11,Păltiniș - Poiana Găujoara - Șaua Bătrâna,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
253,253,2006-12-11,Stațiunea Păltiniș - Cantonul Silvic Muncel - Poiana Bătrână - La Pahar - Baraj Gâtu Berbecului,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
254,254,2006-12-11,Șanta - Poiana Lupilor - Vârful Oncești - Stație Telescaun Păltiniș,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
257,257,2006-12-11,Vârful Cindrel - Bifurcație spre Refugiul Cânaia - Șaua Șteflești,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
258,258,2006-12-11,Cisnădie - Vârful Măgura - Poiana Cărbunări - Valea Sadului,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
259,259,2006-12-11,Cisnădioara - Vârful Măgura - Poiana Trandafirilor (Rosengarden) - Prislop - Rășinari,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
260,260,2006-12-11,Cisnădioara - Valea Argintului - Poiana Trandafirilor (Rosengarden),Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
261,261,2006-12-11,Ciupari (Râu Sadului) - Șaua Târnova - Poiana Trandafirilor (Rosengarden) - Coada Lacului Sadului II,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
262,262,2006-12-11,Valea Tocile - Poiana Mărului - Vârful Măgura,Consiliul Județean Sibiu,Masivul Cindrel,Sibiu
263,263,2006-12-11,Vârful Mare - Vârful Sterpu - Vârful Voineagul - Cătănești - Șaua Buceciu - Vârful Negovanu Mare - Sub Vârful Balindru - Vârful Șteflești - Piatra Albă - Șaua Tărtărău,Consiliul Județean Sibiu,Masivul Lotru,Sibiu
264,264,2006-12-11,Tălmăcel - Muchia Ștefănița - Sub Vârful Pleșița - Sub Vârful Muma - La Cruce - Cabana Prejba - Vârful Bran - Izvorul Cerbului - Șaua Buceciu,Consiliul Județean Sibiu,Masivul Lotru,Sibiu
265,265,2006-12-11,Valea Sadului (Masa Verde) - Valea Juvărțel - Poiana Muma - La Cruce - Cabana Prejba,Consiliul Județean Sibiu,Masivul Lotru,Sibiu
266,266,2006-12-11,Cabana Valea Sadului - Muchia Vărețelor - Vârful Prejba - Cabana Prejba,Consiliul Județean Sibiu,Masivul Lotru,Sibiu
268,268,2006-12-11,Șaua Șteflești - Șaua dintre Vârful Cristești și Vârful Piatra Albă,Consiliul Județean Sibiu,Masivul Lotru,Sibiu
269,269,2006-12-11,Lazaret - Valea Lotrioara - Pârâul Cailor - Poiana Iaru - Cabana Prejba,Consiliul Județean Sibiu,Masivul Lotru,Sibiu
270,270,2006-12-11,Lazaret - Lotrioara - Cantonul Silvic Gârcu - Valea Sterpului - Vârful Sterpului,Consiliul Județean Sibiu,Masivul Lotru,Sibiu
271,271,2006-12-11,Câmpulung Moldovenesc - Cabana Rarău,Consiliul Județean Suceava,Masivul Rarău,Suceava
272,272,2006-12-11,Câmpulung Moldovenesc - Vârful Bodea - Poiana Sihăstriei,Consiliul Județean Suceava,Masivul Rarău,Suceava
273,273,2006-12-11,Câmpulung Moldovenesc - Pârâul Mesteacăn - Munceii Rarăului - Cabana Rarău,Consiliul Județean Suceava,Masivul Rarău,Suceava
274,274,2006-12-11,Câmpulung Moldovenesc - Izvorul Alb - Valea Limpedea - Șaua Ciobanilor,Consiliul Județean Suceava,Masivul Rarău,Suceava
275,275,2006-12-11,Câmpulung Moldovenesc - Pârâul Valea Caselor - Pârâul Moara Dracului - Șaua Ciobanilor,Consiliul Județean Suceava,Masivul Rarău,Suceava
276,276,2006-12-11,Satul Slătioara - Codrul Secular Slătioara - Vârful Todirescu,Consiliul Județean Suceava,Masivul Rarău,Suceava
277,278,2006-12-11,Pojorîta - Valea Izvorul Giumalău - Șaua Colbului,Consiliul Județean Suceava,Masivul Rarău,Suceava
278,279,2006-12-11,Satul Valea Putnei - Poiana Sapele - Vârful Alunu - Vârful Giumalau - Cabana Zugreni,Consiliul Județean Suceava,Masivul Giumalău,Suceava
279,280,2006-12-11,Curmătura Prislop - Poiana Todirescu - Popii Rarăului - Cabana Rarău - Vârful Giumalău - Poiana Ticseni - Cabana Mestecăniș,Consiliul Județean Suceava,Masivul Giumalău,Suceava
280,281,2006-12-11,Cabana Giumalău - Polița Caprelor,Consiliul Județean Suceava,Masivul Giumalău,Suceava
281,282,2006-12-11,Chiril - Cabana Rarău,Consiliul Județean Suceava,Masivul Rarău,Suceava
282,283,2006-12-11,Vatra Dornei - Obcina Mare - Obcina Mică - Poiana Ticseni,Consiliul Județean Suceava,Masivul Giumalău,Suceava
283,284,2006-12-11,"Traseul Circuit Rezervația ""Pietrele Doamnei"" - Masivul Rarău",Consiliul Județean Suceava,Masivul Rarău,Suceava
284,285,2007-03-13,Vatra Dornei - Dealul Drăncani - Obcina Mică - Poiana Ciungi - Cabana Giumalău - Vârful Giumalău,Consiliul Local Vatra Dornei,Masivul Giumalău,Suceava
285,286,2007-03-13,Vatra Dornei - Vârful Bârnăbel - Obcina Mică - Poiana Fierului - Pasul Mestecăniș,Consiliul Local Vatra Dornei,Masivul Giumalău,Suceava
286,289,2007-03-13,Zugreni - Pârâul Colbu - Piciorul Țepușelor - Cabana Giumalău - Vârful Giumalău,Consiliul Local Vatra Dornei,Masivul Giumalău,Suceava
287,294,2007-03-13,Dorna Candreni - Șesu Muntelui - Pârâul Haju,Consiliul Local Vatra Dornei,Munții Suhard,Suceava
288,296,2007-03-13,Vatra Dornei - Poiana Spânzului - Poiana Snopului - Poiana Apa Rece - Comuna Șarul Dornei,Consiliul Local Vatra Dornei,Munții Căliman,Suceava
289,352,2008-04-15,Stâna de Vale - Vârful Cucurbăta Mare (Bihorul),Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
290,353,2008-04-15,Pietroasa - Șaua Bohodei - Valea Aleului,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
291,354,2008-04-15,Satul de Vacanță Boga - Șaua Bohodei,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
292,355,2008-04-15,"Camping ""La Grajduri"" - Casa de Piatră",Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
293,356,2008-04-15,Pietroasa - Arieșeni,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
294,357,2008-04-15,Șaua Vârtop - Ștei,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
296,359,2008-04-15,Circuitul Peșterii Urșilor,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
297,360,2008-04-15,Cabana Vlădeasa - Gârda de Sus,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
299,362,2008-04-15,Circuitul Izvoarelor Someșului Cald,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
300,363,2008-04-15,Cantonul Forestier Padiș - Cabana Vărășoaia,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
301,364,2008-04-15,Circuit Măgura Vânătă,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
302,365,2008-04-15,Sat Pietroasa - Cabana Padiș,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
303,366,2008-04-15,Circuitul Gropii de la Barsa,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
304,367,2008-04-15,Circuitul Cetăților Ponorului,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
305,368,2008-04-15,Circuitul Galbenei,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
306,369,2008-04-15,Cabana Padiș - Poiana Căput,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
307,370,2008-04-15,Cabana Padiș - Avenul Negru - Avenul Acoperit - Avenul Pionierilor,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
308,371,2008-04-15,Cabana Padiș - Ghețarul Scărișoara,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
309,372,2008-06-30,Cantonul Silvic Mate Pal - Vârful Lăcăuți,Consiliul Județean Covasna,Munții Brețcului,Covasna
310,373,2008-06-30,Olyves - Vârful Lăcăuți,Consiliul Județean Covasna,Munții Brețcului,Covasna
311,374,2008-06-30,Comandău - Creasta Munții Brețcului,Consiliul Județean Covasna,Munții Brețcului,Covasna
312,375,2008-06-30,Creasta Munții Brețcului,Consiliul Județean Covasna,Munții Brețcului,Covasna
313,376,2008-06-30,Zăbala - Vârful Lăcăuți,Consiliul Județean Covasna,Munții Brețcului,Covasna
314,377,2008-06-30,Ghelința - Vârful Corobert,Consiliul Județean Covasna,Munții Brețcului,Covasna
318,381,2009-05-18,Cartier Tudor - Platoul Cornești,Consiliul Județean Mureș,Munții Gurghiu,Mureș
322,385,2009-05-18,Glăjărie - Valea Casna - Poiana Iad,Consiliul Județean Mureș,Munții Gurghiu,Mureș
323,386,2009-05-18,Stânceni - Valea Gudea Mică - Vârful Fâncel,Consiliul Județean Mureș,Munții Gurghiu,Mureș
324,387,2009-05-18,Poiana Schwartz - Vârful Lespez - Poiana Zespel,Consiliul Județean Mureș,Munții Gurghiu,Mureș
325,388,2009-05-18,Neagra - Pârâul Schwartz - Poiana Cădăreni - Neagra,Consiliul Județean Mureș,Munții Gurghiu,Mureș
327,390,2009-05-18,Sălard - Valea Sălard - Valea Salea - Culmea Fâncel,Consiliul Județean Mureș,Munții Gurghiu,Mureș
328,391,2009-05-18,Sălard - Creasta Hedan - Poiana Belciu - Poiana Ion,Consiliul Județean Mureș,Munții Gurghiu,Mureș
329,392,2009-05-18,Gura Văii Sestina - Valea Sestina - Poiana Moita,Consiliul Județean Mureș,Munții Gurghiu,Mureș
330,393,2009-05-18,Gura Văii Tiba Mare - Valea Tiba Mare - Vârful Sălășel,Consiliul Județean Mureș,Munții Gurghiu,Mureș
331,394,2009-05-18,Androneasa - Valea Tomoroaga - Poiana Barta - Vârful Sălășel,Consiliul Județean Mureș,Munții Gurghiu,Mureș
332,395,2009-05-18,Răstolita - Vârful Sistes - Valea Iod - Valea Rusu - Poiana Rusu,Consiliul Județean Mureș,Munții Gurghiu,Mureș
333,396,2009-05-18,Câmpu Cetății - Dealul Vardomb - Câmpu Cetății,Consiliul Județean Mureș,Munții Gurghiu,Mureș
334,397,2009-05-18,Răstolița - Valea Iod - Poiana Iod,Consiliul Județean Mureș,Munții Gurghiu,Mureș
335,398,2009-05-18,Câmpu Cetății - Culmea Ciorolab - Cresova,Consiliul Județean Mureș,Munții Gurghiu,Mureș
336,399,2009-05-18,Câmpu Cetății - Culmea Tâmpa - Eremitu,Consiliul Județean Mureș,Munții Gurghiu,Mureș
337,400,2009-05-18,Câmpu Cetății - Valea Nirajul Mic - Stanca Mesei - Vârful Saca Mare,Consiliul Județean Mureș,Munții Gurghiu,Mureș
338,401,2009-05-18,Săcădat - Valea Isnica - Vârful Becheci,Consiliul Județean Mureș,Munții Gurghiu,Mureș
339,402,2009-05-18,Șasveres - Pădurea Mare - Piatra Siclodului,Consiliul Județean Mureș,Munții Gurghiu,Mureș
340,403,2009-05-18,Sovata - Valea Sebes - Vârful Saca Mare,Consiliul Județean Mureș,Munții Gurghiu,Mureș
341,404,2009-05-18,Sovata - Creasta Cireșu - Vârful Saca Mare - Valea Isopului,Consiliul Județean Mureș,Munții Gurghiu,Mureș
342,405,2009-05-18,Eremitu - Vârful Becheci - Culmea Restod - Sovata,Consiliul Județean Mureș,Munții Gurghiu,Mureș
343,406,2009-05-18,Tihu Răstoliței - Șaua Tihului,Consiliul Județean Mureș,Munții Călimani,Mureș
344,407,2009-05-18,Valea Secu - Poiana Lungă - Tăul Zânelor,Consiliul Județean Mureș,Munții Călimani,Mureș
345,408,2009-05-18,Răstolița - Valea Vișa - Poiana Stângii,Consiliul Județean Mureș,Munții Călimani,Mureș
346,409,2009-05-18,Gălăoaia - Poiana Stângii - Zăpodea cu Podul - Valea Bistra,Consiliul Județean Mureș,Munții Călimani,Mureș
347,410,2009-05-18,Bistra Mureșului - Vârful Scaunul Domnului,Consiliul Județean Mureș,Munții Călimani,Mureș
348,411,2009-05-18,Stânceni - Valea Zebrac - Poiana Zebrac,Consiliul Județean Mureș,Munții Călimani,Mureș
349,412,2009-05-18,Valea Ilișoara Mare - Valea Cucumbertul - Șaua Nicovala,Consiliul Județean Mureș,Munții Călimani,Mureș
350,413,2009-05-18,Tihul Ilvei - Vârful Tihu,Consiliul Județean Mureș,Munții Călimani,Mureș
351,414,2009-05-18,Lunca Bradului - Valea Ilva Mare - Șaua Negoiu,Consiliul Județean Mureș,Munții Călimani,Mureș
352,415,2009-05-18,Sălard - Poiana Obcinelor - Valea Fântânel - Lunca Bradului,Consiliul Județean Mureș,Munții Călimani,Mureș
353,416,2009-05-18,Sălard - La Sărăcin,Consiliul Județean Mureș,Munții Călimani,Mureș
354,417,2009-05-18,Valea Bistra - Zăpodea cu Cale - Zăpodea Ursului,Consiliul Județean Mureș,Munții Călimani,Mureș
355,418,2009-05-18,Gura Cofului - Valea Cofului - Poiana Cofului,Consiliul Județean Mureș,Munții Călimani,Mureș
356,419,2009-05-18,Bistra Mureșului - Valea Bistra - Poiana Cofu,Consiliul Județean Mureș,Munții Călimani,Mureș
357,420,2009-05-18,Valea Rusca - Vârful Tihu,Consiliul Județean Mureș,Munții Călimani,Mureș
358,421,2009-05-26,Furnalul Bodvaj - Creasta Munții Harghitei,Consiliul Județean Covasna,Munții Harghitei,Covasna
359,422,2009-06-01,Mănastirea Bistrița - Cheile Bistriței - Curmătura Rodeanu,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
360,423,2009-06-01,Pietreni - Cheile Costești - Șaua Zmeuret,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
361,424,2009-06-01,Vârful Bistrița - Vârful Târnicirului - Vârful Prislop,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
362,425,2009-06-01,Pietreni - Muntele Cacova - Cabana Cheia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
363,426,2009-06-01,Bărbătești - Dealul Siliștea - Vârful Costești,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
364,427,2009-06-01,Bărbătești - Vârful Otăsăului - Curmătura Buila,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
365,428,2009-06-01,Bărbătești - Schit Iezer - Cabana Cheia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
366,429,2009-06-01,Schitul Pahonie - Muchia Frumoasa - Șaua Ștevioara,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
367,430,2009-06-01,Schitul Pahonie - Stâna Oale - Curmătura Comarnic,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
